0,151,1111,0,0,1,1
1,151,1111,0,0,1,1
2,151,1111,0,0,1,1
3,151,1111,0,0,1,1
4,151,1111,0,0,1,1
5,151,1111,0,0,1,1
6,151,1111,0,0,1,1
7,151,1111,0,0,1,1
8,151,1111,0,0,1,1
9,151,1111,0,0,1,1
10,151,1111,0,0,1,1
11,151,1111,0,0,1,1
12,151,1111,0,0,1,1
13,151,1111,0,0,1,1
14,151,1111,0,0,1,1
15,151,1111,0,0,1,1
16,151,1111,0,0,1,1
17,151,1111,0,0,1,1
18,151,1111,0,0,1,1
19,151,1111,0,0,1,1
20,151,1111,0,0,1,1
21,151,1111,0,0,1,1
22,151,1111,0,0,1,1
23,151,1111,0,0,1,1
24,151,1111,0,0,1,1
25,151,1111,0,0,1,1
26,151,1111,0,0,1,1
27,151,1111,0,0,1,1
28,151,1111,0,0,1,1
29,151,1111,0,0,1,1
30,151,1111,0,0,1,1
31,151,1111,0,0,1,1
32,151,1111,0,0,1,1
33,151,1111,0,0,1,1
34,151,1111,0,0,1,1
35,151,1111,0,0,1,1
36,151,1111,0,0,1,1
37,151,1111,0,0,1,1
38,151,1111,0,0,1,1
39,151,1111,0,0,1,1
40,151,1111,0,0,1,1
41,151,1111,0,0,1,1
42,151,1111,0,0,1,1
43,151,1111,0,0,1,1
44,151,1111,0,0,1,1
45,151,1111,0,0,1,1
46,151,1111,0,0,1,1
47,151,1111,0,0,1,1
48,151,1111,0,0,1,1
49,151,1111,0,0,1,1
50,151,1111,0,0,1,1
51,151,1111,0,0,1,1
52,151,1111,0,0,1,1
53,151,1111,0,0,1,1
54,151,1111,0,0,1,1
55,151,1111,0,0,1,1
56,151,1111,0,0,1,1
57,151,1111,0,0,1,1
58,151,1111,0,0,1,1
59,151,1111,0,0,1,1
60,151,1111,0,0,1,1
61,151,1111,0,0,1,1
62,151,1111,0,0,1,1
63,151,1111,0,0,1,1
64,151,1111,0,0,1,1
65,151,1111,0,0,1,1
66,151,1111,0,0,1,1
67,151,1111,0,0,1,1
68,151,1111,0,0,1,1
69,151,1111,0,0,1,1
70,151,1111,0,0,1,1
71,151,1111,0,0,1,1
72,151,1111,0,0,1,1
73,151,1111,0,0,1,1
